id_record,sequence_name,body_part,activity,timestamp,date,coord_x,coord_y,coord_z
5922,A02,010-000-024-033,walking,633790230270868905,27.05.2009 14:10:27:087,2.6336472034454346,1.2901744842529297,0.21748848259449005
5923,A02,020-000-033-111,walking,633790230271409485,27.05.2009 14:10:27:140,2.745755672454834,1.3722541332244873,0.9869223237037659
5924,A02,020-000-032-221,walking,633790230271679779,27.05.2009 14:10:27:167,2.662710428237915,1.3321154117584229,0.7318130135536194
5925,A02,010-000-024-033,walking,633790230271950075,27.05.2009 14:10:27:197,2.703645706176758,1.2438336610794067,0.24265828728675842
5926,A02,010-000-030-096,walking,633790230272220374,27.05.2009 14:10:27:223,2.5366978645324707,1.7267842292785645,-0.03147761523723602
5927,A02,020-000-033-111,walking,633790230272490668,27.05.2009 14:10:27:250,2.6415209770202637,1.3727246522903442,1.0930331945419312
5928,A02,020-000-032-221,walking,633790230272760967,27.05.2009 14:10:27:277,2.644491195678711,1.2394026517868042,0.8295298218727112
5929,A02,010-000-024-033,walking,633790230273031263,27.05.2009 14:10:27:303,2.6065547466278076,1.342892050743103,0.34220239520072937
5930,A02,020-000-033-111,walking,633790230273571846,27.05.2009 14:10:27:357,2.6416661739349365,1.4789891242980957,1.1739585399627686
5931,A02,020-000-032-221,walking,633790230273842138,27.05.2009 14:10:27:383,2.6484100818634033,1.537485122680664,0.7895469665527344
5932,A02,010-000-024-033,walking,633790230274112433,27.05.2009 14:10:27:410,2.6692259311676025,1.2147103548049927,0.27826127409935
5933,A02,010-000-030-096,sitting down,633790230274382726,27.05.2009 14:10:27:437,2.5984253883361816,1.3974609375,0.12302596867084503
5934,A02,020-000-033-111,sitting down,633790230274653017,27.05.2009 14:10:27:467,2.649028778076172,1.4028751850128174,1.2217730283737183
5935,A02,020-000-032-221,sitting down,633790230274923309,27.05.2009 14:10:27:493,2.6807825565338135,1.4489672183990479,0.7910881638526917
5936,A02,010-000-024-033,sitting down,633790230275193607,27.05.2009 14:10:27:520,2.6595237255096436,1.268341064453125,0.20720110833644867
5937,A02,020-000-033-111,sitting down,633790230275734190,27.05.2009 14:10:27:573,2.7540695667266846,1.1729767322540283,1.2663310766220093
5938,A02,020-000-032-221,sitting down,633790230276004485,27.05.2009 14:10:27:600,2.625797748565674,1.4367326498031616,1.1342554092407227
5939,A02,010-000-024-033,sitting down,633790230276274778,27.05.2009 14:10:27:627,2.7053747177124023,1.4738264083862305,0.4073515832424164
5940,A02,010-000-030-096,sitting down,633790230276545070,27.05.2009 14:10:27:653,2.3323094844818115,1.5363754034042358,0.345089316368103
5941,A02,020-000-033-111,sitting down,633790230276815366,27.05.2009 14:10:27:680,2.784560203552246,1.2894091606140137,1.1713529825210571
5942,A02,020-000-032-221,sitting down,633790230277085657,27.05.2009 14:10:27:710,2.656749963760376,1.307490348815918,0.847943127155304
5943,A02,010-000-024-033,sitting down,633790230277355954,27.05.2009 14:10:27:737,2.883765697479248,1.3927993774414062,0.30013689398765564
5944,A02,020-000-033-111,sitting down,633790230277896539,27.05.2009 14:10:27:790,2.7945704460144043,1.3004381656646729,1.3756173849105835
5945,A02,020-000-032-221,sitting down,633790230278166829,27.05.2009 14:10:27:817,2.6848905086517334,1.3650637865066528,0.9074648022651672
5946,A02,010-000-024-033,sitting down,633790230278437124,27.05.2009 14:10:27:843,2.672887086868286,1.3161635398864746,0.29663825035095215
5947,A02,010-000-030-096,sitting down,633790230278707419,27.05.2009 14:10:27:870,3.024590492248535,1.0670348405838013,0.30901482701301575
5948,A02,020-000-033-111,sitting down,633790230278977716,27.05.2009 14:10:27:897,3.0152018070220947,1.4899195432662964,1.2506009340286255
5949,A02,020-000-032-221,sitting down,633790230279248015,27.05.2009 14:10:27:923,2.6181368827819824,1.6641942262649536,1.039588451385498
5950,A02,010-000-024-033,sitting down,633790230279518314,27.05.2009 14:10:27:953,2.7026689052581787,1.3272980451583862,0.3821723163127899
5951,A02,020-000-033-111,sitting down,633790230280058903,27.05.2009 14:10:28:007,2.9614250659942627,1.4194035530090332,1.1468188762664795
5952,A02,020-000-032-221,sitting down,633790230280329196,27.05.2009 14:10:28:033,2.731377363204956,1.3127275705337524,0.7882472276687622
5953,A02,010-000-024-033,sitting down,633790230280599494,27.05.2009 14:10:28:060,2.7117319107055664,1.3374862670898438,0.27979418635368347
5954,A02,020-000-033-111,sitting down,633790230281140075,27.05.2009 14:10:28:113,2.8247218132019043,1.3364259004592896,1.1562042236328125
5955,A02,020-000-032-221,sitting down,633790230281410371,27.05.2009 14:10:28:140,3.901566743850708,1.7681912183761597,1.1978939771652222
5956,A02,010-000-024-033,sitting down,633790230281680661,27.05.2009 14:10:28:167,2.7232325077056885,1.3515759706497192,0.22804975509643555
5957,A02,020-000-032-221,sitting down,633790230282491540,27.05.2009 14:10:28:250,2.5416786670684814,1.3196697235107422,0.663790762424469
5958,A02,010-000-024-033,sitting down,633790230282761831,27.05.2009 14:10:28:277,2.743530035018921,1.37281334400177,0.1835172176361084
5959,A02,010-000-030-096,sitting down,633790230283032126,27.05.2009 14:10:28:303,2.612051010131836,0.9108720421791077,0.027409324422478676
5960,A02,020-000-033-111,sitting down,633790230283302416,27.05.2009 14:10:28:330,2.670275926589966,1.312045931816101,0.8660109639167786
5961,A02,020-000-032-221,sitting down,633790230283572715,27.05.2009 14:10:28:357,2.621450424194336,1.4620095491409302,0.4243483245372772
5962,A02,020-000-033-111,sitting down,633790230284383590,27.05.2009 14:10:28:440,2.605581521987915,1.2956407070159912,0.8221632242202759
5963,A02,020-000-032-221,sitting down,633790230284653884,27.05.2009 14:10:28:467,2.4996156692504883,0.7826430797576904,0.17991185188293457
5964,A02,010-000-024-033,sitting down,633790230284924177,27.05.2009 14:10:28:493,2.660961866378784,1.2399953603744507,0.17226149141788483
5965,A02,020-000-033-111,sitting down,633790230285464764,27.05.2009 14:10:28:547,2.4535999298095703,1.258239984512329,0.7545701861381531
5966,A02,020-000-032-221,sitting down,633790230285735060,27.05.2009 14:10:28:573,2.3541934490203857,1.170544147491455,0.5219888091087341
5967,A02,010-000-024-033,sitting down,633790230286005350,27.05.2009 14:10:28:600,2.661858081817627,1.1962006092071533,0.17751705646514893
5968,A02,020-000-033-111,sitting down,633790230286545931,27.05.2009 14:10:28:653,2.336135149002075,1.2556357383728027,0.754460334777832
5969,A02,020-000-032-221,sitting down,633790230286816228,27.05.2009 14:10:28:680,2.4787659645080566,1.2879425287246704,0.3472752571105957
5970,A02,010-000-024-033,sitting down,633790230287086524,27.05.2009 14:10:28:710,2.664573907852173,1.2038849592208862,0.21369758248329163
5971,A02,020-000-033-111,sitting,633790230287627109,27.05.2009 14:10:28:763,2.3545310497283936,1.3969923257827759,0.8517906069755554
5972,A02,020-000-032-221,sitting,633790230287897399,27.05.2009 14:10:28:790,2.3483898639678955,1.0825518369674683,0.631832480430603
5973,A02,010-000-024-033,sitting,633790230288167694,27.05.2009 14:10:28:817,2.6648569107055664,1.200884461402893,0.21282820403575897
5974,A02,020-000-033-111,sitting,633790230288708283,27.05.2009 14:10:28:870,2.2466487884521484,1.3360779285430908,0.7840311527252197
5975,A02,020-000-032-221,sitting,633790230288978576,27.05.2009 14:10:28:897,2.4132819175720215,1.2159109115600586,0.5342956185340881
5976,A02,010-000-024-033,sitting,633790230289248870,27.05.2009 14:10:28:923,2.682870388031006,1.2699224948883057,0.2460038810968399
5977,A02,010-000-030-096,sitting,633790230289519163,27.05.2009 14:10:28:953,2.9727060794830322,1.3438059091567993,0.1381642073392868
5978,A02,020-000-033-111,sitting,633790230289789456,27.05.2009 14:10:28:980,2.067385196685791,1.0940496921539307,0.6925641894340515
5979,A02,020-000-032-221,sitting,633790230290059752,27.05.2009 14:10:29:007,2.3513965606689453,1.0848420858383179,0.48928385972976685
5980,A02,010-000-024-033,sitting,633790230290330051,27.05.2009 14:10:29:033,2.6557464599609375,1.1904027462005615,0.1908659189939499
5981,A02,020-000-033-111,sitting,633790230290870635,27.05.2009 14:10:29:087,2.209526538848877,1.336055874824524,0.7668408155441284
5982,A02,020-000-032-221,sitting,633790230291140930,27.05.2009 14:10:29:113,2.4145209789276123,1.2323055267333984,0.5505187511444092
5983,A02,010-000-024-033,sitting,633790230291411220,27.05.2009 14:10:29:140,2.7949860095977783,1.3712174892425537,0.1155947595834732
5984,A02,010-000-030-096,sitting,633790230291681512,27.05.2009 14:10:29:167,2.7561440467834473,1.347959280014038,0.29569733142852783
5985,A02,020-000-033-111,sitting,633790230291951804,27.05.2009 14:10:29:197,2.2253780364990234,1.275381088256836,0.7995471358299255
5986,A02,020-000-032-221,sitting,633790230292222102,27.05.2009 14:10:29:223,2.342745304107666,1.137387752532959,0.5371390581130981
5987,A02,010-000-024-033,sitting,633790230292492401,27.05.2009 14:10:29:250,2.6642954349517822,1.2154146432876587,0.2713533639907837
5988,A02,020-000-033-111,sitting,633790230293032981,27.05.2009 14:10:29:303,2.2238597869873047,1.293400526046753,0.799937903881073
5989,A02,020-000-032-221,sitting,633790230293303273,27.05.2009 14:10:29:330,2.3294544219970703,1.1266385316848755,0.5462214350700378
5990,A02,010-000-024-033,sitting,633790230293573569,27.05.2009 14:10:29:357,2.6611328125,1.1998717784881592,0.23395070433616638
5991,A02,010-000-030-096,sitting,633790230293843860,27.05.2009 14:10:29:383,2.7664849758148193,1.4047704935073853,0.2974180281162262
5992,A02,020-000-033-111,sitting,633790230294114152,27.05.2009 14:10:29:410,2.1775121688842773,1.2059563398361206,0.8041611909866333
5993,A02,020-000-032-221,sitting,633790230294384447,27.05.2009 14:10:29:440,2.391866683959961,0.906379759311676,0.5952659845352173
5994,A02,010-000-024-033,sitting,633790230294654741,27.05.2009 14:10:29:467,2.677008867263794,1.2094886302947998,0.20061233639717102
5995,A02,020-000-033-111,sitting,633790230295195330,27.05.2009 14:10:29:520,2.2326653003692627,1.3390791416168213,0.7507970333099365
5996,A02,020-000-032-221,sitting,633790230295465620,27.05.2009 14:10:29:547,2.3656256198883057,1.1078287363052368,0.6049702167510986
5997,A02,010-000-024-033,sitting,633790230295735915,27.05.2009 14:10:29:573,2.707918167114258,1.268812894821167,0.22683283686637878
5998,A02,010-000-030-096,sitting,633790230296006210,27.05.2009 14:10:29:600,2.9261326789855957,1.3975553512573242,0.4529765844345093
5999,A02,020-000-033-111,sitting,633790230296276509,27.05.2009 14:10:29:627,2.1753692626953125,1.2334016561508179,0.7913686633110046
6000,A02,020-000-032-221,sitting,633790230296546808,27.05.2009 14:10:29:653,2.3068699836730957,1.014133095741272,0.6659242510795593
6001,A02,010-000-024-033,sitting,633790230296817101,27.05.2009 14:10:29:683,2.706343650817871,1.271148920059204,0.2127368003129959
6002,A02,020-000-033-111,sitting,633790230297357685,27.05.2009 14:10:29:737,2.2238893508911133,1.269643783569336,0.8102903962135315
6003,A02,020-000-032-221,sitting,633790230297627977,27.05.2009 14:10:29:763,2.305479049682617,0.9990223050117493,0.6242111325263977
6004,A02,010-000-024-033,sitting,633790230297898269,27.05.2009 14:10:29:790,2.7365195751190186,1.2459834814071655,0.37800559401512146
6005,A02,010-000-030-096,sitting,633790230298168559,27.05.2009 14:10:29:817,3.0014164447784424,1.5557419061660767,0.30649346113204956
6006,A02,020-000-033-111,sitting,633790230298438856,27.05.2009 14:10:29:843,2.2223832607269287,1.300747275352478,0.7844623923301697
6007,A02,020-000-032-221,sitting,633790230298709146,27.05.2009 14:10:29:870,2.380173683166504,1.0615007877349854,0.6642240285873413
6008,A02,010-000-024-033,sitting,633790230298979438,27.05.2009 14:10:29:897,2.93282151222229,1.2276766300201416,0.5972693562507629
6009,A02,020-000-033-111,sitting,633790230299520022,27.05.2009 14:10:29:953,2.2242300510406494,1.3026909828186035,0.827137291431427
6010,A02,020-000-032-221,sitting,633790230299790321,27.05.2009 14:10:29:980,2.449711322784424,1.2037532329559326,0.6199991703033447
6011,A02,010-000-024-033,sitting,633790230300060619,27.05.2009 14:10:30:007,2.969641923904419,1.194426417350769,0.5700392723083496
6012,A02,010-000-030-096,sitting,633790230300330912,27.05.2009 14:10:30:033,2.9014265537261963,1.29901921749115,0.2704402804374695
6013,A02,020-000-033-111,sitting,633790230300601209,27.05.2009 14:10:30:060,2.1992743015289307,1.2994714975357056,0.7763127684593201
6014,A02,020-000-032-221,sitting,633790230300871499,27.05.2009 14:10:30:087,2.406665325164795,1.0988597869873047,0.6577407121658325
6015,A02,010-000-024-033,sitting,633790230301141792,27.05.2009 14:10:30:113,2.989997148513794,1.0426305532455444,0.48650550842285156
6016,A02,020-000-033-111,sitting,633790230301682379,27.05.2009 14:10:30:167,2.199791193008423,1.2986419200897217,0.8088759779930115
6017,A02,020-000-032-221,sitting,633790230301952675,27.05.2009 14:10:30:197,2.4214560985565186,1.1778291463851929,0.5141611695289612
6018,A02,010-000-024-033,sitting,633790230302222966,27.05.2009 14:10:30:223,3.0097999572753906,1.0179120302200317,0.62152099609375
6019,A02,020-000-032-221,sitting,633790230303033836,27.05.2009 14:10:30:303,2.284672737121582,1.371156096458435,0.4121459424495697
6020,A02,010-000-024-033,sitting,633790230303304129,27.05.2009 14:10:30:330,3.0480754375457764,1.010677456855774,0.634739875793457
6021,A02,020-000-033-111,sitting,633790230303844714,27.05.2009 14:10:30:383,2.153773307800293,1.2400195598602295,0.7207812070846558
6022,A02,020-000-032-221,sitting,633790230304115007,27.05.2009 14:10:30:410,2.352494955062866,1.2009849548339844,0.5810045599937439
6023,A02,010-000-024-033,sitting,633790230304385298,27.05.2009 14:10:30:440,3.0645904541015625,0.9882427453994751,0.3930973708629608
6024,A02,010-000-030-096,sitting,633790230304655593,27.05.2009 14:10:30:467,2.5692968368530273,1.1170132160186768,0.15757912397384644
6025,A02,020-000-033-111,sitting,633790230304925890,27.05.2009 14:10:30:493,2.2362542152404785,1.3696571588516235,0.7374833822250366
6026,A02,020-000-032-221,sitting,633790230305196185,27.05.2009 14:10:30:520,2.3915035724639893,1.4692169427871704,0.4360233247280121
6027,A02,010-000-024-033,sitting,633790230305466479,27.05.2009 14:10:30:547,2.9810903072357178,0.7807391285896301,0.12353929132223129
6028,A02,020-000-033-111,sitting,633790230306007062,27.05.2009 14:10:30:600,2.258270740509033,1.4102718830108643,0.7429091334342957
6029,A02,020-000-032-221,sitting,633790230306277357,27.05.2009 14:10:30:627,2.3915560245513916,1.4729328155517578,0.4191623330116272
6030,A02,010-000-024-033,sitting,633790230306547654,27.05.2009 14:10:30:653,2.8494114875793457,0.9402016997337341,0.06872256100177765
6031,A02,020-000-033-111,sitting,633790230307088243,27.05.2009 14:10:30:710,2.226978302001953,1.311123251914978,0.8012552857398987
6032,A02,020-000-032-221,sitting,633790230307358542,27.05.2009 14:10:30:737,2.4501233100891113,1.220552921295166,0.6682884097099304
6033,A02,010-000-024-033,sitting,633790230307628837,27.05.2009 14:10:30:763,2.9999921321868896,1.0746530294418335,0.16513867676258087
6034,A02,020-000-033-111,sitting,633790230308169425,27.05.2009 14:10:30:817,2.205312728881836,1.3115884065628052,0.8112978339195251
6035,A02,020-000-032-221,sitting,633790230308439719,27.05.2009 14:10:30:843,2.403792142868042,1.0948636531829834,0.6277242302894592
6036,A02,010-000-024-033,sitting,633790230308710015,27.05.2009 14:10:30:870,3.031446695327759,0.7796739339828491,0.14192789793014526
6037,A02,010-000-030-096,sitting,633790230308980311,27.05.2009 14:10:30:897,2.6623284816741943,1.3046691417694092,0.1454858034849167
6038,A02,020-000-033-111,sitting,633790230309250604,27.05.2009 14:10:30:927,2.1833934783935547,1.281479001045227,0.7999390959739685
6039,A02,020-000-032-221,sitting,633790230309520901,27.05.2009 14:10:30:953,2.3879806995391846,1.1088422536849976,0.6028990745544434
6040,A02,010-000-024-033,sitting,633790230309791193,27.05.2009 14:10:30:980,3.0156772136688232,0.9864895343780518,0.3273925483226776
6041,A02,020-000-033-111,sitting,633790230310331773,27.05.2009 14:10:31:033,2.2148702144622803,1.3351179361343384,0.6664947271347046
