@relation 'data\\fromFilter'

@attribute sequence_name {A01}
@attribute body_part {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute activity {walking,'sitting down',sitting,'standing up from sitting',falling,lying,'standing up from lying','lying down'}
@attribute timestamp numeric
@attribute coord_x numeric
@attribute coord_y numeric
@attribute coord_z numeric

@data
A01,020-000-033-111,sitting,6.3379022611236659E17,2.85245,2.590289,0.829808
A01,020-000-032-221,sitting,6.3379022611263693E17,3.007197,2.424566,0.647007
A01,010-000-024-033,sitting,6.3379022611290726E17,3.228899,1.902063,0.176819
A01,010-000-030-096,sitting,6.3379022611317747E17,3.132412,2.01988,-0.184929
A01,020-000-033-111,sitting,6.3379022611344781E17,2.861669,2.673411,0.868391
A01,020-000-032-221,sitting,6.3379022611371814E17,2.958859,2.329489,0.701196
A01,010-000-024-033,sitting,6.3379022611398835E17,3.19344,1.948546,0.192132
A01,020-000-033-111,sitting,6.3379022611452902E17,2.886472,2.579628,1.118681
A01,020-000-032-221,sitting,6.3379022611479936E17,3.013231,2.37953,0.55059
A01,010-000-024-033,sitting,6.3379022611506957E17,3.19062,1.897678,0.026786
A01,010-000-030-096,sitting,6.337902261153399E17,3.146662,2.010041,-0.137617
A01,020-000-033-111,sitting,6.3379022611561024E17,2.896925,2.636818,0.962707
A01,020-000-032-221,sitting,6.3379022611588045E17,3.009552,2.328189,0.72998
A01,010-000-024-033,sitting,6.3379022611615078E17,3.132667,1.944015,0.078935
A01,020-000-032-221,sitting,6.3379022611696166E17,2.94067,2.386617,0.728615
A01,010-000-024-033,sitting,6.33790226117232E17,3.114562,2.070776,0.189683
A01,010-000-030-096,sitting,6.3379022611750221E17,3.07889,2.076312,0.050853
A01,020-000-032-221,sitting,6.3379022611804288E17,3.020285,2.204114,0.629556
A01,010-000-024-033,sitting,6.3379022611831309E17,3.400524,2.009038,0.112608
A01,020-000-033-111,sitting,6.3379022611885363E17,2.916158,2.607041,1.079634
A01,020-000-032-221,sitting,6.3379022611912397E17,2.929714,2.182693,0.812568
A01,010-000-024-033,sitting,6.337902261193943E17,3.432734,1.853932,-0.116154
A01,010-000-030-096,sitting,6.3379022611966464E17,3.210681,1.992412,-0.180818
A01,020-000-033-111,sitting,6.3379022611993485E17,2.886164,2.641507,1.097993
A01,020-000-032-221,sitting,6.3379022612020518E17,2.993625,2.228727,0.662905
A01,010-000-024-033,sitting,6.3379022612047552E17,3.409228,1.732587,0.190863
A01,020-000-033-111,sitting,6.3379022612101606E17,2.925847,2.668161,0.898858
A01,020-000-032-221,sitting,6.337902261212864E17,3.072803,2.344839,0.705963
A01,010-000-024-033,sitting,6.3379022612155661E17,3.347791,1.624964,0.244379
A01,010-000-030-096,sitting,6.3379022612182694E17,3.24095,2.010715,-0.108139
A01,020-000-033-111,sitting,6.3379022612209728E17,2.924666,2.638655,0.903614
A01,020-000-032-221,sitting,6.3379022612236749E17,3.001637,2.210415,0.730492
A01,010-000-024-033,sitting,6.3379022612263782E17,3.266626,1.595028,0.215786
A01,020-000-033-111,sitting,6.3379022612317837E17,2.860301,2.62281,0.978667
A01,020-000-032-221,sitting,6.337902261234487E17,3.032909,2.210646,0.711004
A01,010-000-024-033,sitting,6.3379022612371904E17,3.210751,1.576977,0.197083
A01,010-000-030-096,sitting,6.3379022612398925E17,3.198956,2.019329,0.093548
A01,020-000-033-111,sitting,6.3379022612425958E17,2.876482,2.593975,1.129284
A01,020-000-032-221,sitting,6.3379022612452992E17,3.022625,2.217686,0.778708
A01,010-000-024-033,sitting,6.3379022612480013E17,3.113376,1.77611,0.04055
A01,020-000-033-111,sitting,6.337902261253408E17,2.886245,2.622591,1.004319
A01,020-000-032-221,sitting,6.3379022612561101E17,2.75422,2.495649,0.683662
A01,010-000-024-033,sitting,6.3379022612588134E17,3.206369,2.029867,-0.398465
A01,010-000-030-096,sitting,6.3379022612615168E17,3.316196,1.962892,0.07345
A01,020-000-033-111,sitting,6.3379022612642189E17,2.867782,2.562328,1.029135
A01,020-000-032-221,sitting,6.3379022612669222E17,3.033304,2.469379,0.756971
A01,010-000-024-033,sitting,6.3379022612696256E17,3.18356,1.96134,-0.209238
A01,020-000-033-111,sitting,6.337902261275031E17,2.82858,2.495395,1.02526
A01,020-000-032-221,sitting,6.3379022612777344E17,3.115608,2.342594,0.831416
A01,010-000-024-033,sitting,6.3379022612804365E17,3.179932,1.790009,0.031624
A01,010-000-030-096,sitting,6.3379022612831398E17,3.18917,2.12592,0.037415
A01,020-000-033-111,sitting,6.3379022612858432E17,2.839924,2.546935,1.01273
A01,020-000-032-221,sitting,6.3379022612885453E17,3.056144,2.377194,0.694918
A01,010-000-024-033,sitting,6.3379022612912486E17,3.302413,1.746116,0.134849
A01,020-000-033-111,sitting,6.3379022612966541E17,2.841043,2.55432,0.989064
A01,020-000-032-221,sitting,6.3379022612993574E17,3.024426,2.396807,0.728368
A01,010-000-024-033,sitting,6.3379022613020608E17,3.329989,1.792088,0.12618
A01,010-000-030-096,sitting,6.3379022613047629E17,3.42578,2.016219,0.173392
A01,020-000-033-111,sitting,6.3379022613074662E17,2.878111,2.545638,1.044981
A01,020-000-032-221,sitting,6.3379022613101696E17,3.031899,2.442858,0.788584
A01,010-000-024-033,sitting,6.337902261312873E17,3.386411,1.872697,-0.086927
A01,020-000-033-111,sitting,6.3379022613182784E17,2.906822,2.613328,1.055778
A01,020-000-032-221,sitting,6.3379022613209805E17,2.993035,2.486739,0.680088
A01,010-000-024-033,sitting,6.3379022613236838E17,3.245105,1.866167,-0.124219
A01,010-000-030-096,sitting,6.3379022613263872E17,3.40159,2.087451,0.109411
A01,020-000-033-111,sitting,6.3379022613290906E17,2.913957,2.632613,1.017729
A01,020-000-032-221,sitting,6.3379022613317926E17,2.973866,2.445806,0.781585
A01,010-000-024-033,sitting,6.337902261334496E17,3.301102,1.907953,-0.064315
A01,020-000-033-111,sitting,6.3379022613399014E17,2.915857,2.639076,0.988316
A01,020-000-032-221,sitting,6.3379022613426048E17,3.054757,2.300771,0.718507
A01,010-000-024-033,sitting,6.3379022613453082E17,3.380823,1.792481,0.029216
A01,010-000-030-096,sitting,6.3379022613480102E17,3.225337,1.945648,-0.105525
A01,020-000-033-111,sitting,6.3379022613507136E17,2.935759,2.628561,1.114097
A01,020-000-032-221,sitting,6.337902261353417E17,2.995996,2.426926,0.643193
A01,010-000-024-033,sitting,6.337902261356119E17,3.448618,1.736662,0.085982
A01,020-000-033-111,sitting,6.3379022613615258E17,2.916667,2.664418,1.032367
A01,020-000-032-221,sitting,6.3379022613642278E17,3.022971,2.395666,0.750938
A01,010-000-024-033,sitting,6.3379022613669312E17,3.440196,1.719946,0.044427
A01,010-000-030-096,sitting,6.3379022613696346E17,3.354525,1.879377,-0.099504
A01,020-000-033-111,sitting,6.3379022613723366E17,2.863182,2.550561,0.978353
A01,020-000-032-221,sitting,6.33790226137504E17,3.044412,2.249612,0.747805
A01,010-000-024-033,sitting,6.3379022613777434E17,3.468723,1.763659,-0.037025
A01,020-000-033-111,sitting,6.3379022613831488E17,2.872523,2.535926,0.983027
A01,020-000-032-221,sitting,6.3379022613858522E17,3.04205,2.566674,0.685263
A01,010-000-024-033,sitting,6.3379022613885542E17,3.227574,1.790317,0.042075
A01,010-000-030-096,sitting,6.3379022613912576E17,3.184459,2.055177,-0.103269
A01,020-000-033-111,sitting,6.337902261393961E17,2.770063,2.758966,0.845078
A01,020-000-032-221,sitting,6.337902261396663E17,3.09043,2.37887,0.669912
A01,010-000-024-033,sitting,6.3379022613993664E17,3.366933,1.765379,-0.11493
A01,020-000-033-111,sitting,6.3379022614047718E17,2.723272,2.761083,0.84075
A01,020-000-032-221,sitting,6.3379022614074752E17,3.112407,2.343603,0.7802
A01,010-000-024-033,sitting,6.3379022614101786E17,3.281637,1.809117,-0.123524
A01,010-000-030-096,sitting,6.3379022614128806E17,3.084276,1.918386,-0.124202
A01,020-000-033-111,sitting,6.337902261415584E17,3.051614,2.551498,1.217153
A01,020-000-032-221,sitting,6.3379022614182874E17,3.095225,2.416195,0.551923
A01,010-000-024-033,sitting,6.3379022614209894E17,3.290734,1.822923,-0.073811
A01,020-000-033-111,sitting,6.3379022614263962E17,3.055059,2.628085,1.129961
A01,020-000-032-221,sitting,6.3379022614290982E17,3.04957,2.488457,0.691592
A01,010-000-024-033,sitting,6.3379022614318016E17,3.340627,1.798345,-0.072499
A01,010-000-030-096,sitting,6.337902261434505E17,3.095209,1.960255,-0.103395
A01,020-000-033-111,sitting,6.337902261437207E17,3.180581,2.669596,1.055086
A01,020-000-032-221,sitting,6.3379022614399104E17,3.100891,2.46289,0.767332
A01,010-000-024-033,sitting,6.3379022614426138E17,3.329976,1.752832,-0.120139
A01,020-000-033-111,sitting,6.3379022614480192E17,2.909497,2.524515,1.107376
A01,020-000-032-221,sitting,6.3379022614507226E17,3.072901,2.40621,0.697292
A01,010-000-024-033,sitting,6.3379022614534246E17,3.297596,1.804108,-0.15668
A01,010-000-030-096,sitting,6.337902261456128E17,3.069472,1.891235,-0.136323
A01,020-000-033-111,sitting,6.3379022614588314E17,2.913584,2.625317,1.017292
A01,020-000-032-221,sitting,6.3379022614615347E17,3.002158,2.539147,0.551927
A01,010-000-024-033,sitting,6.3379022614642368E17,3.390395,1.723156,-0.107431
A01,020-000-033-111,sitting,6.3379022614696422E17,2.702206,2.353525,0.990181
A01,020-000-032-221,sitting,6.3379022614723456E17,3.079183,2.454054,0.721081
A01,010-000-024-033,sitting,6.337902261475049E17,3.409538,1.809501,-0.060051
A01,010-000-030-096,sitting,6.3379022614777523E17,3.116445,1.965297,-0.073038
A01,020-000-033-111,sitting,6.3379022614804544E17,2.681391,2.316523,1.030232
A01,020-000-032-221,sitting,6.3379022614831578E17,3.063406,2.449286,0.65265
A01,010-000-024-033,sitting,6.3379022614858611E17,3.420244,1.729603,-0.092559
A01,020-000-032-221,sitting,6.3379022614939699E17,3.137467,2.407632,0.696745
A01,010-000-024-033,sitting,6.337902261496672E17,3.313978,1.895973,-0.063438
A01,010-000-030-096,sitting,6.3379022614993754E17,3.086248,1.94751,-0.196926
A01,020-000-033-111,sitting,6.3379022615020787E17,2.879831,2.582644,0.967562
A01,020-000-032-221,sitting,6.3379022615047808E17,3.06697,2.435096,0.751802
A01,020-000-033-111,sitting,6.3379022615128896E17,2.80349,2.529213,0.955002
A01,020-000-032-221,sitting,6.337902261515593E17,3.057631,2.391784,0.737802
A01,010-000-024-033,sitting,6.3379022615182963E17,3.331877,1.913144,-0.161188
A01,010-000-030-096,sitting,6.3379022615209984E17,3.058605,1.983554,-0.076972
A01,020-000-033-111,sitting,6.3379022615237018E17,2.935446,2.255462,1.022121
A01,020-000-032-221,sitting,6.3379022615264051E17,3.010486,2.485787,0.844564
A01,010-000-024-033,sitting,6.3379022615291072E17,3.304181,1.805869,-0.092069
A01,020-000-033-111,sitting,6.3379022615345139E17,2.927695,2.24727,0.95505
A01,020-000-032-221,sitting,6.337902261537216E17,3.030239,2.434856,0.843013
A01,010-000-024-033,sitting,6.3379022615399194E17,3.338838,1.886522,-0.083829
A01,010-000-030-096,sitting,6.3379022615426227E17,3.081591,1.998871,-0.063583
A01,020-000-033-111,sitting,6.3379022615453248E17,2.81409,2.448124,1.023536
A01,020-000-032-221,sitting,6.3379022615480282E17,3.004587,2.433994,0.66962
A01,010-000-024-033,sitting,6.3379022615507315E17,3.347938,1.902999,-0.082466
A01,020-000-033-111,sitting,6.337902261556137E17,2.794904,2.451096,1.049171
A01,020-000-032-221,sitting,6.3379022615588403E17,3.045342,2.428517,0.707177
A01,010-000-024-033,sitting,6.3379022615615424E17,3.293289,1.827463,-0.099053
A01,010-000-030-096,sitting,6.3379022615642458E17,3.184638,2.169678,0.170603
A01,020-000-033-111,sitting,6.3379022615669491E17,2.805421,2.469902,1.004797
A01,020-000-032-221,sitting,6.3379022615696512E17,3.113854,2.384481,0.718846
A01,010-000-024-033,sitting,6.3379022615723546E17,3.281585,1.842757,-0.114446
A01,020-000-033-111,sitting,6.33790226157776E17,2.859354,2.540533,1.117629
A01,020-000-032-221,sitting,6.3379022615804634E17,3.054186,2.415168,0.770346
A01,010-000-024-033,sitting,6.3379022615831667E17,3.29158,1.855034,-0.078354
A01,010-000-030-096,sitting,6.3379022615858688E17,3.173447,1.998854,-0.010228
A01,020-000-033-111,sitting,6.3379022615885722E17,2.730636,2.427789,0.919403
A01,020-000-032-221,sitting,6.3379022615912755E17,3.035325,2.414942,0.732706
A01,010-000-024-033,sitting,6.3379022615939776E17,3.304585,1.911692,-0.107469
