id_record,sequence_name,body_part,activity,timestamp,date,coord_x,coord_y,coord_z
2060,A01,020-000-032-221,lying,633790226405549089,27.05.2009 14:04:00:553,4.49101972579956,1.29918265342712,0.20213708281517
2061,A01,020-000-033-111,lying,633790226406359965,27.05.2009 14:04:00:637,4.8638916015625,0.996888697147369,0.578714847564697
2062,A01,020-000-032-221,lying,633790226406630259,27.05.2009 14:04:00:663,4.38783645629883,1.24434959888458,-0.0936219245195389
2063,A01,010-000-024-033,lying,633790226406900554,27.05.2009 14:04:00:690,3.32286930084229,1.32934927940369,0.508142530918121
2064,A01,010-000-030-096,lying,633790226407170846,27.05.2009 14:04:00:717,3.51020383834839,1.62713897228241,0.647710621356964
2065,A01,020-000-033-111,lying,633790226407441143,27.05.2009 14:04:00:743,4.75247192382813,0.900718629360199,0.742762684822083
2066,A01,020-000-032-221,lying,633790226407711436,27.05.2009 14:04:00:770,4.52629947662354,1.39404499530792,0.373864054679871
2067,A01,010-000-024-033,lying,633790226407981729,27.05.2009 14:04:00:797,3.34855198860168,1.29664921760559,0.487146615982056
2068,A01,020-000-033-111,lying,633790226408522318,27.05.2009 14:04:00:853,4.80023384094238,0.897535026073456,0.566389679908752
2069,A01,020-000-032-221,lying,633790226408792614,27.05.2009 14:04:00:880,4.4278564453125,1.69412279129028,0.212003275752068
2070,A01,010-000-024-033,lying,633790226409062912,27.05.2009 14:04:00:907,3.34128928184509,1.3119170665741,0.415811687707901
2071,A01,010-000-030-096,lying,633790226409333209,27.05.2009 14:04:00:933,3.37756705284119,1.41809189319611,0.300213783979416
2072,A01,020-000-033-111,lying,633790226409603504,27.05.2009 14:04:00:960,4.46750736236572,0.89517730474472,0.487147986888885
2073,A01,020-000-032-221,lying,633790226409873796,27.05.2009 14:04:00:987,4.41510009765625,1.63799369335175,0.313017547130585
2074,A01,010-000-024-033,lying,633790226410144091,27.05.2009 14:04:01:013,3.34928941726685,1.29567670822144,0.489843875169754
2075,A01,020-000-033-111,lying,633790226410684673,27.05.2009 14:04:01:070,4.59639883041382,0.664852559566498,0.61329972743988
2076,A01,020-000-032-221,lying,633790226410954969,27.05.2009 14:04:01:097,4.42349338531494,1.32936978340149,0.658527493476868
2077,A01,010-000-024-033,lying,633790226411225262,27.05.2009 14:04:01:123,3.33352136611938,1.31280386447907,0.592958807945251
2078,A01,010-000-030-096,lying,633790226411495561,27.05.2009 14:04:01:150,3.26972484588623,1.27373123168945,0.40132936835289
2079,A01,020-000-033-111,lying,633790226411765859,27.05.2009 14:04:01:177,4.97140216827393,0.893957495689392,0.687118470668793
2080,A01,020-000-032-221,lying,633790226412036153,27.05.2009 14:04:01:203,4.46797847747803,1.31558203697205,0.521283745765686
2081,A01,010-000-024-033,lying,633790226412306448,27.05.2009 14:04:01:230,3.35890293121338,1.31846678256989,0.470196753740311
2082,A01,020-000-033-111,lying,633790226412847036,27.05.2009 14:04:01:283,4.67600107192993,0.891445279121399,0.573819935321808
2083,A01,020-000-032-221,lying,633790226413038236,27.05.2009 14:04:01:303,4.79797077178955,0.782844364643097,-0.166739627718925
2084,A01,010-000-024-033,lying,633790226413308533,27.05.2009 14:04:01:330,3.30971622467041,1.20445477962494,0.473575979471207
2085,A01,010-000-030-096,lying,633790226413578825,27.05.2009 14:04:01:357,3.20294809341431,1.22889959812164,0.29108390212059
2086,A01,020-000-032-221,lying,633790226414119407,27.05.2009 14:04:01:413,4.50220489501953,1.29046237468719,0.416334480047226
2087,A01,010-000-024-033,lying,633790226414389701,27.05.2009 14:04:01:440,3.34100604057312,0.999427497386932,0.480605959892273
2088,A01,020-000-033-111,lying,633790226414930281,27.05.2009 14:04:01:493,4.69596195220947,0.904887676239014,0.572831094264984
2089,A01,020-000-032-221,lying,633790226415200575,27.05.2009 14:04:01:520,4.47343158721924,1.28657352924347,0.518572568893433
2090,A01,010-000-024-033,lying,633790226415470868,27.05.2009 14:04:01:547,3.37431478500366,1.4032826423645,0.409428596496582
2091,A01,010-000-030-096,lying,633790226415741161,27.05.2009 14:04:01:573,3.25256037712097,1.28837323188782,0.209323093295097
2092,A01,020-000-033-111,lying,633790226416011458,27.05.2009 14:04:01:600,4.86524295806885,1.18233466148376,0.448594719171524
2093,A01,020-000-032-221,lying,633790226416281750,27.05.2009 14:04:01:627,4.74692058563232,0.829886019229889,-0.0386022590100765
2094,A01,010-000-024-033,lying,633790226416552046,27.05.2009 14:04:01:657,3.29158306121826,1.07151341438293,0.387630760669708
2095,A01,020-000-033-111,lying,633790226417092628,27.05.2009 14:04:01:710,4.78803396224976,1.23970866203308,0.470561057329178
2096,A01,010-000-024-033,lying,633790226417633209,27.05.2009 14:04:01:763,3.36192345619202,1.04104256629944,0.459419250488281
2097,A01,010-000-030-096,lying,633790226417903499,27.05.2009 14:04:01:790,3.42208075523376,1.44871294498444,0.201191812753677
2098,A01,020-000-033-111,lying,633790226418173794,27.05.2009 14:04:01:817,4.74649953842163,1.14527201652527,0.162846580147743
2099,A01,020-000-032-221,lying,633790226418444091,27.05.2009 14:04:01:843,4.53191328048706,1.42358183860779,0.424299865961075
2100,A01,010-000-024-033,lying,633790226418714387,27.05.2009 14:04:01:870,3.35061097145081,1.03085362911224,0.534570395946503
2101,A01,020-000-033-111,lying,633790226419254975,27.05.2009 14:04:01:927,4.78258514404297,1.13336718082428,0.28398796916008
2102,A01,020-000-032-221,lying,633790226419525266,27.05.2009 14:04:01:953,4.36211681365967,1.41601824760437,0.793794572353363
2103,A01,010-000-024-033,lying,633790226419795559,27.05.2009 14:04:01:980,3.34448194503784,0.999428749084473,0.431215941905975
2104,A01,010-000-030-096,lying,633790226420065856,27.05.2009 14:04:02:007,3.40062093734741,1.4388552904129,0.274872004985809
2105,A01,020-000-033-111,lying,633790226420336148,27.05.2009 14:04:02:033,4.77987337112427,1.16365957260132,0.244913101196289
2106,A01,020-000-032-221,lying,633790226420606438,27.05.2009 14:04:02:060,4.43719577789307,1.4146249294281,0.727451324462891
2107,A01,010-000-024-033,lying,633790226420876730,27.05.2009 14:04:02:087,3.25049424171448,1.09505355358124,0.405364036560059
2108,A01,020-000-033-111,lying,633790226421417318,27.05.2009 14:04:02:143,4.83100175857544,1.1378720998764,0.42439803481102
2109,A01,020-000-032-221,lying,633790226421687608,27.05.2009 14:04:02:170,4.44500303268433,1.43567872047424,0.618714988231659
2110,A01,010-000-024-033,lying,633790226421957898,27.05.2009 14:04:02:197,3.398024559021,1.31505239009857,0.41124951839447
2111,A01,010-000-030-096,lying,633790226422228196,27.05.2009 14:04:02:223,3.33161950111389,1.30819821357727,0.212736621499062
2112,A01,020-000-033-111,lying,633790226422498491,27.05.2009 14:04:02:250,4.90237092971802,1.27957260608673,0.348034560680389
2113,A01,020-000-032-221,lying,633790226422768781,27.05.2009 14:04:02:277,4.91798782348633,0.613101899623871,-0.106720268726349
2114,A01,010-000-024-033,lying,633790226423039072,27.05.2009 14:04:02:303,3.33061909675598,1.39237141609192,0.418026447296143
2115,A01,020-000-033-111,lying,633790226423579657,27.05.2009 14:04:02:357,4.90226125717163,1.23079705238342,0.420416742563248
2116,A01,020-000-032-221,lying,633790226423849952,27.05.2009 14:04:02:383,4.95345020294189,0.444180965423584,-0.215589925646782
2117,A01,010-000-024-033,lying,633790226424120247,27.05.2009 14:04:02:413,3.10427212715149,1.28903651237488,0.381980508565903
2118,A01,010-000-030-096,lying,633790226424390545,27.05.2009 14:04:02:440,3.21424102783203,1.30928432941437,0.449846774339676
2119,A01,020-000-033-111,lying,633790226424660841,27.05.2009 14:04:02:467,4.91472387313843,1.19068944454193,0.280600994825363
2120,A01,020-000-032-221,lying,633790226424931132,27.05.2009 14:04:02:493,4.5341100692749,1.08255589008331,0.0711996033787727
2121,A01,010-000-024-033,lying,633790226426282589,27.05.2009 14:04:02:627,3.3795952796936,1.31486237049103,0.485854595899582
2122,A01,010-000-030-096,lying,633790226426552881,27.05.2009 14:04:02:657,3.45699977874756,1.47270655632019,0.219113320112228
2123,A01,020-000-033-111,lying,633790226426823178,27.05.2009 14:04:02:683,4.80472373962402,1.14146590232849,0.346541464328766
2124,A01,020-000-033-111,lying,633790226427904339,27.05.2009 14:04:02:790,5.04039287567139,1.29210197925568,-0.0412984490394592
2125,A01,020-000-032-221,lying,633790226428174637,27.05.2009 14:04:02:817,4.08291959762573,1.69583535194397,-0.0244414545595646
2126,A01,010-000-024-033,lying,633790226428444927,27.05.2009 14:04:02:843,3.34226846694946,1.47891902923584,0.436601847410202
2127,A01,010-000-030-096,lying,633790226428715226,27.05.2009 14:04:02:870,3.34614491462708,1.39296066761017,0.264831155538559
2128,A01,020-000-032-221,lying,633790226429255816,27.05.2009 14:04:02:927,4.68110513687134,1.09560918807983,0.209796994924545
2129,A01,010-000-024-033,lying,633790226429526106,27.05.2009 14:04:02:953,3.3573431968689,1.47513556480408,0.521442592144012
2130,A01,020-000-033-111,lying,633790226430066688,27.05.2009 14:04:03:007,4.79388761520386,1.31725609302521,0.599672913551331
2131,A01,020-000-032-221,lying,633790226430336985,27.05.2009 14:04:03:033,4.65986442565918,1.29906260967255,0.384339839220047
2132,A01,010-000-024-033,lying,633790226430607275,27.05.2009 14:04:03:060,3.43029808998108,1.39046704769135,0.362602591514587
2133,A01,010-000-030-096,lying,633790226430877568,27.05.2009 14:04:03:087,3.25818014144898,1.28052079677582,0.322723001241684
2134,A01,020-000-033-111,lying,633790226431147863,27.05.2009 14:04:03:113,5.28121995925903,1.22543931007385,-0.203198626637459
2135,A01,020-000-032-221,lying,633790226431418153,27.05.2009 14:04:03:143,4.6229305267334,1.37906658649445,0.425835281610489
2136,A01,020-000-033-111,lying,633790226432229025,27.05.2009 14:04:03:223,5.20777797698975,0.767568349838257,-0.250970602035522
2137,A01,010-000-024-033,lying,633790226432769612,27.05.2009 14:04:03:277,3.2567732334137,1.21198046207428,0.386934161186218
2138,A01,010-000-030-096,lying,633790226433039906,27.05.2009 14:04:03:303,3.35592842102051,1.48732924461365,0.296133697032928
2139,A01,020-000-033-111,lying,633790226433310197,27.05.2009 14:04:03:330,4.64415836334229,1.08201599121094,0.176879599690437
2140,A01,020-000-032-221,lying,633790226433580491,27.05.2009 14:04:03:357,4.642493724823,1.16648268699646,0.143432125449181
2141,A01,010-000-024-033,lying,633790226433850787,27.05.2009 14:04:03:387,3.2591564655304,1.42424964904785,0.407235145568848
2142,A01,010-000-024-033,lying,633790226434931953,27.05.2009 14:04:03:493,3.05989503860474,1.26994943618774,0.511161625385284
2143,A01,010-000-030-096,lying,633790226435202244,27.05.2009 14:04:03:520,3.42475295066833,1.23210215568542,0.290481746196747
2144,A01,020-000-033-111,lying,633790226435472543,27.05.2009 14:04:03:547,4.52528047561646,0.80906480550766,0.440567821264267
2145,A01,010-000-024-033,lying,633790226436013123,27.05.2009 14:04:03:600,3.05491781234741,1.3414409160614,0.37496030330658
2146,A01,020-000-033-111,lying,633790226436553707,27.05.2009 14:04:03:657,4.4621376991272,1.45007419586182,0.343248456716537
2147,A01,020-000-032-221,lying,633790226436824000,27.05.2009 14:04:03:683,4.39967489242554,1.21324741840363,-0.396548509597778
2148,A01,010-000-024-033,lying,633790226437094290,27.05.2009 14:04:03:710,3.31674528121948,1.39777553081512,0.680883824825287
2149,A01,010-000-030-096,lying,633790226437364584,27.05.2009 14:04:03:737,3.44940519332886,1.52583003044128,0.707607924938202
2150,A01,020-000-033-111,lying,633790226437634874,27.05.2009 14:04:03:763,4.55077075958252,0.763163566589355,0.0643294155597687
2151,A01,010-000-024-033,lying,633790226438175456,27.05.2009 14:04:03:817,3.02646851539612,1.2808563709259,0.463533848524094
2152,A01,020-000-033-111,lying,633790226438716045,27.05.2009 14:04:03:870,4.78042602539062,1.08596253395081,0.131347373127937
2153,A01,020-000-032-221,lying,633790226438986339,27.05.2009 14:04:03:900,4.52620792388916,0.765112102031708,0.262024760246277
2154,A01,010-000-024-033,lying,633790226439256634,27.05.2009 14:04:03:927,3.10529780387878,1.67522048950195,0.226487889885902
2155,A01,010-000-030-096,lying,633790226439526926,27.05.2009 14:04:03:953,3.44033193588257,1.29838538169861,0.333864748477936
2156,A01,020-000-033-111,lying,633790226439797218,27.05.2009 14:04:03:980,4.72678470611572,0.997307479381561,0.479564785957336
2157,A01,020-000-032-221,lying,633790226440067512,27.05.2009 14:04:04:007,4.26385354995728,1.18824791908264,0.0230688136070967
2158,A01,020-000-033-111,lying,633790226440878391,27.05.2009 14:04:04:087,4.74845266342163,0.886502861976624,0.489313960075378
2159,A01,020-000-032-221,lying,633790226441148683,27.05.2009 14:04:04:113,4.64353370666504,1.3404301404953,0.0627108439803123
2160,A01,010-000-024-033,lying,633790226441418980,27.05.2009 14:04:04:143,3.10038018226624,1.7277444601059,0.320758879184723
2161,A01,010-000-030-096,lying,633790226441689273,27.05.2009 14:04:04:170,3.46279788017273,1.43540954589844,0.335356384515762
2162,A01,020-000-032-221,lying,633790226442229855,27.05.2009 14:04:04:223,4.5517201423645,1.53137195110321,0.189125835895538
2163,A01,010-000-024-033,lying,633790226442500153,27.05.2009 14:04:04:250,3.36661052703857,1.3769063949585,0.10522822290659
2164,A01,020-000-032-221,lying,633790226443311030,27.05.2009 14:04:04:330,4.4172945022583,1.47284364700317,0.198092088103294
2165,A01,010-000-030-096,lying,633790226443851611,27.05.2009 14:04:04:387,3.40969514846802,1.37682485580444,0.309161931276321
2166,A01,020-000-033-111,lying,633790226444121903,27.05.2009 14:04:04:413,4.83371448516846,1.24945664405823,0.243445500731468
2167,A01,020-000-032-221,lying,633790226444392197,27.05.2009 14:04:04:440,4.62975931167603,1.04349589347839,0.0899707227945328
2168,A01,010-000-024-033,lying,633790226444662491,27.05.2009 14:04:04:467,3.53772258758545,1.5174697637558,0.370607316493988
2169,A01,020-000-033-111,lying,633790226445203075,27.05.2009 14:04:04:520,4.73247575759888,1.29516673088074,0.509276330471039
2170,A01,010-000-024-033,lying,633790226445743658,27.05.2009 14:04:04:573,3.54907035827637,1.73634946346283,0.653968393802643
2171,A01,010-000-030-096,lying,633790226446013957,27.05.2009 14:04:04:600,3.38141775131226,1.23653173446655,0.321893095970154
2172,A01,020-000-033-111,lying,633790226446284254,27.05.2009 14:04:04:630,4.75514316558838,1.15336358547211,0.3856081366539
2173,A01,020-000-032-221,lying,633790226446554553,27.05.2009 14:04:04:657,4.39361000061035,1.62168407440186,0.516151130199432
2174,A01,010-000-024-033,lying,633790226446824846,27.05.2009 14:04:04:683,3.10588622093201,1.14630782604218,0.339667767286301
2175,A01,020-000-033-111,lying,633790226447365435,27.05.2009 14:04:04:737,4.71178817749023,1.16897714138031,1.00998449325562
2176,A01,010-000-024-033,lying,633790226447906024,27.05.2009 14:04:04:790,3.40704298019409,1.35000121593475,0.513795912265778
2177,A01,010-000-030-096,lying,633790226448176318,27.05.2009 14:04:04:817,3.36479258537292,1.19793319702148,0.337739914655685
2178,A01,020-000-033-111,lying,633790226448446616,27.05.2009 14:04:04:843,5.09168910980225,1.00975155830383,0.562212407588959
2179,A01,020-000-032-221,lying,633790226448716911,27.05.2009 14:04:04:873,4.91430330276489,0.790986776351929,-0.201023072004318
2180,A01,010-000-024-033,lying,633790226448987210,27.05.2009 14:04:04:900,3.38212847709656,1.00899362564087,0.364032089710236
2181,A01,020-000-033-111,lying,633790226449527797,27.05.2009 14:04:04:953,4.90458726882935,1.98455238342285,1.12631666660309
2182,A01,020-000-032-221,lying,633790226449798088,27.05.2009 14:04:04:980,4.84483003616333,0.730326354503632,-0.0817385613918304
2183,A01,010-000-024-033,lying,633790226450068382,27.05.2009 14:04:05:007,3.40740704536438,1.35503602027893,0.437843263149262
2184,A01,010-000-030-096,lying,633790226450338679,27.05.2009 14:04:05:033,3.50823855400085,1.35631203651428,0.207622095942497
2185,A01,020-000-033-111,lying,633790226450608977,27.05.2009 14:04:05:060,5.03280210494995,0.50368332862854,-0.0716260299086571
2186,A01,020-000-032-221,lying,633790226450879270,27.05.2009 14:04:05:087,4.68467140197754,0.858741700649261,-0.0475158952176571
2187,A01,010-000-024-033,lying,633790226451149563,27.05.2009 14:04:05:113,3.19608211517334,1.25059056282043,0.31239926815033
2188,A01,020-000-033-111,lying,633790226451690152,27.05.2009 14:04:05:170,4.76239204406738,1.04675984382629,0.381443202495575
2189,A01,010-000-024-033,lying,633790226452230738,27.05.2009 14:04:05:223,3.38821697235107,1.44640815258026,0.314732760190964
2190,A01,010-000-030-096,lying,633790226452501030,27.05.2009 14:04:05:250,3.53092098236084,1.43288695812225,0.452432841062546
2191,A01,020-000-033-111,lying,633790226452771321,27.05.2009 14:04:05:277,4.86750364303589,1.0503842830658,-0.0391351766884327
2192,A01,020-000-032-221,lying,633790226453041615,27.05.2009 14:04:05:303,4.59971332550049,1.31572413444519,0.495724380016327
2193,A01,010-000-024-033,lying,633790226453311907,27.05.2009 14:04:05:330,3.2923903465271,1.32425904273987,0.298387408256531
2194,A01,020-000-033-111,standing up from lying,633790226453852487,27.05.2009 14:04:05:387,4.60683631896973,0.862289130687714,0.265684545040131
2195,A01,010-000-024-033,standing up from lying,633790226454393068,27.05.2009 14:04:05:440,3.27784967422485,1.38791179656982,0.608441352844238
2196,A01,010-000-030-096,standing up from lying,633790226454663365,27.05.2009 14:04:05:467,3.39747762680054,1.36434864997864,0.163243502378464
2197,A01,020-000-033-111,standing up from lying,633790226454933659,27.05.2009 14:04:05:493,5.1451268196106,0.744571328163147,0.156999081373215
2198,A01,020-000-032-221,standing up from lying,633790226455203950,27.05.2009 14:04:05:520,4.34261178970337,1.6404595375061,0.478413224220276
2199,A01,010-000-024-033,standing up from lying,633790226455474244,27.05.2009 14:04:05:547,3.71639752388001,0.869697332382202,0.190993458032608
2200,A01,020-000-033-111,standing up from lying,633790226456014833,27.05.2009 14:04:05:600,5.06686353683472,0.901961266994476,0.159485161304474
