id_record,sequence_name,body_part,activity,timestamp,date,coord_x,coord_y,coord_z
44,A01,020-000-032-221,walking,633790226066146460,27.05.2009 14:03:26:613,4.356683254241943,1.9181596040725708,1.0562540292739868
45,A01,010-000-024-033,walking,633790226066416759,27.05.2009 14:03:26:643,4.021243572235107,1.9098998308181763,0.5036612749099731
46,A01,020-000-033-111,walking,633790226066957341,27.05.2009 14:03:26:697,4.249606609344482,2.1574580669403076,1.3465509414672852
47,A01,020-000-032-221,walking,633790226067227640,27.05.2009 14:03:26:723,4.488511085510254,1.8238227367401123,1.0295464992523193
48,A01,010-000-024-033,walking,633790226067497930,27.05.2009 14:03:26:750,3.8074049949645996,2.0617172718048096,0.2273857146501541
49,A01,010-000-030-096,walking,633790226067768228,27.05.2009 14:03:26:777,4.329990863800049,2.0081279277801514,0.4537137448787689
50,A01,020-000-032-221,walking,633790226068308811,27.05.2009 14:03:26:830,4.43226957321167,1.8822928667068481,1.0407119989395142
51,A01,010-000-024-033,walking,633790226068579103,27.05.2009 14:03:26:857,3.7945449352264404,2.0012941360473633,0.3637138307094574
52,A01,020-000-033-111,walking,633790226069119689,27.05.2009 14:03:26:913,4.491220474243164,1.6067250967025757,1.235031008720398
53,A01,020-000-032-221,walking,633790226069389983,27.05.2009 14:03:26:940,4.397789478302002,1.9239206314086914,0.9532132744789124
54,A01,010-000-024-033,walking,633790226069660277,27.05.2009 14:03:26:967,3.961292028427124,1.7698349952697754,0.371803879737854
55,A01,010-000-030-096,walking,633790226069930573,27.05.2009 14:03:26:993,4.542581558227539,1.6878437995910645,0.5046617984771729
56,A01,020-000-033-111,walking,633790226070200863,27.05.2009 14:03:27:020,4.482728004455566,1.7306814193725586,1.3238235712051392
57,A01,020-000-032-221,walking,633790226070471162,27.05.2009 14:03:27:047,4.38154935836792,1.9093608856201172,0.9821466207504272
58,A01,010-000-024-033,walking,633790226070741452,27.05.2009 14:03:27:073,4.108309268951416,2.0165762901306152,0.4578547179698944
59,A01,020-000-033-111,walking,633790226071282041,27.05.2009 14:03:27:127,4.332193374633789,1.7759320735931396,1.3697550296783447
60,A01,020-000-032-221,walking,633790226071552336,27.05.2009 14:03:27:157,4.2771525382995605,1.9707870483398438,0.9514465928077698
61,A01,010-000-024-033,walking,633790226071822629,27.05.2009 14:03:27:183,4.014915943145752,1.8255854845046997,0.24414384365081787
62,A01,010-000-030-096,walking,633790226072092921,27.05.2009 14:03:27:210,4.548681735992432,1.7253979444503784,0.4954036772251129
63,A01,020-000-033-111,walking,633790226072363219,27.05.2009 14:03:27:237,4.311849117279053,1.8116904497146606,1.3237354755401611
64,A01,020-000-032-221,walking,633790226072633512,27.05.2009 14:03:27:263,4.232975482940674,1.9764504432678223,0.8889436721801758
65,A01,020-000-033-111,walking,633790226073444384,27.05.2009 14:03:27:343,4.282313823699951,1.8122048377990723,1.2396167516708374
66,A01,020-000-032-221,walking,633790226073714675,27.05.2009 14:03:27:370,4.144715309143066,1.938032865524292,0.9601329565048218
67,A01,010-000-024-033,walking,633790226073984965,27.05.2009 14:03:27:400,3.9706199169158936,1.885386347770691,0.2678467929363251
68,A01,010-000-030-096,walking,633790226074255255,27.05.2009 14:03:27:427,4.309680461883545,2.0497469902038574,0.4195092022418976
69,A01,020-000-033-111,walking,633790226074525548,27.05.2009 14:03:27:453,4.243491172790527,1.8112541437149048,1.2102545499801636
70,A01,020-000-032-221,walking,633790226074795847,27.05.2009 14:03:27:480,4.177395820617676,1.9165822267532349,0.9360881447792053
71,A01,010-000-024-033,walking,633790226075066138,27.05.2009 14:03:27:507,3.9222075939178467,1.9651390314102173,0.2347482442855835
72,A01,020-000-033-111,walking,633790226075606720,27.05.2009 14:03:27:560,4.202301979064941,1.8055139780044556,1.1912132501602173
73,A01,020-000-032-221,walking,633790226075877015,27.05.2009 14:03:27:587,4.106980800628662,1.9098222255706787,0.9110671281814575
74,A01,010-000-024-033,walking,633790226076147307,27.05.2009 14:03:27:613,3.9697887897491455,1.8813362121582031,0.24922871589660645
75,A01,010-000-030-096,walking,633790226076417598,27.05.2009 14:03:27:643,4.209462642669678,2.141072988510132,0.4304558038711548
76,A01,020-000-033-111,walking,633790226076687894,27.05.2009 14:03:27:670,4.186062335968018,1.84223210811615,1.1890835762023926
77,A01,020-000-032-221,walking,633790226076958187,27.05.2009 14:03:27:697,4.08933687210083,1.8615728616714478,0.8914951086044312
78,A01,010-000-024-033,walking,633790226077228485,27.05.2009 14:03:27:723,3.8955936431884766,1.967415452003479,0.33693480491638184
79,A01,020-000-033-111,walking,633790226077769071,27.05.2009 14:03:27:777,4.15580940246582,1.472303867340088,1.2093499898910522
80,A01,020-000-032-221,walking,633790226078039363,27.05.2009 14:03:27:803,4.101933479309082,1.8251029253005981,0.8365544080734253
81,A01,010-000-024-033,walking,633790226078309662,27.05.2009 14:03:27:830,3.9760189056396484,1.8089816570281982,0.14319922029972076
82,A01,010-000-030-096,walking,633790226078579961,27.05.2009 14:03:27:857,3.9194493293762207,1.968531847000122,0.16913041472434998
83,A01,020-000-033-111,walking,633790226078850251,27.05.2009 14:03:27:887,4.170763969421387,1.4613450765609741,1.1642377376556396
84,A01,020-000-032-221,walking,633790226079120543,27.05.2009 14:03:27:913,4.07015323638916,1.7186863422393799,0.8431304097175598
85,A01,010-000-024-033,walking,633790226079390838,27.05.2009 14:03:27:940,3.9194397926330566,1.9405955076217651,0.23318126797676086
86,A01,020-000-033-111,walking,633790226079931420,27.05.2009 14:03:27:993,4.062352657318115,1.5653574466705322,1.1613589525222778
87,A01,020-000-032-221,walking,633790226080201712,27.05.2009 14:03:28:020,3.4449212551116943,1.738551139831543,0.8248797655105591
88,A01,010-000-024-033,walking,633790226080472006,27.05.2009 14:03:28:047,3.97371768951416,1.8847966194152832,0.1957855224609375
89,A01,010-000-030-096,walking,633790226080742298,27.05.2009 14:03:28:073,3.5031557083129883,2.2341148853302,0.46016833186149597
90,A01,020-000-033-111,walking,633790226081012597,27.05.2009 14:03:28:100,4.023120880126953,1.556408405303955,1.1723911762237549
91,A01,020-000-032-221,walking,633790226081282893,27.05.2009 14:03:28:127,3.358275890350342,1.8021845817565918,0.8253445029258728
92,A01,010-000-024-033,walking,633790226081553183,27.05.2009 14:03:28:157,3.98968768119812,1.9132466316223145,0.051525846123695374
93,A01,020-000-033-111,walking,633790226082093766,27.05.2009 14:03:28:210,0.050544217228889465,3.392423629760742,2.5910136699676514
94,A01,020-000-032-221,walking,633790226082364060,27.05.2009 14:03:28:237,2.9684250354766846,2.8197054862976074,1.0544772148132324
95,A01,010-000-024-033,walking,633790226082634354,27.05.2009 14:03:28:263,3.955254554748535,2.054946184158325,0.3022098243236542
96,A01,010-000-030-096,walking,633790226082904646,27.05.2009 14:03:28:290,3.645522356033325,2.167288064956665,0.28672435879707336
97,A01,020-000-033-111,walking,633790226083174944,27.05.2009 14:03:28:317,0.042952872812747955,3.3962197303771973,2.591087579727173
98,A01,020-000-032-221,walking,633790226083445238,27.05.2009 14:03:28:343,3.3602914810180664,1.966989278793335,0.9167373180389404
99,A01,010-000-024-033,walking,633790226083715534,27.05.2009 14:03:28:370,4.030045509338379,1.8869026899337769,0.2995118796825409
100,A01,020-000-032-221,walking,633790226084526407,27.05.2009 14:03:28:453,3.379532814025879,1.8726269006729126,0.8041719794273376
101,A01,020-000-032-221,walking,633790226085607575,27.05.2009 14:03:28:560,3.33382511138916,1.9726159572601318,0.7828306555747986
102,A01,010-000-024-033,walking,633790226085877872,27.05.2009 14:03:28:587,3.832123279571533,1.8274588584899902,0.4960066080093384
103,A01,020-000-032-221,walking,633790226086688742,27.05.2009 14:03:28:670,3.266451597213745,1.9400062561035156,0.7445037961006165
104,A01,010-000-024-033,walking,633790226086959037,27.05.2009 14:03:28:697,3.7569632530212402,2.188908576965332,0.5391649007797241
105,A01,010-000-030-096,walking,633790226087229331,27.05.2009 14:03:28:723,3.4860141277313232,1.8936904668807983,0.249947652220726
106,A01,020-000-033-111,walking,633790226087499628,27.05.2009 14:03:28:750,3.478180408477783,2.0931828022003174,1.1722389459609985
107,A01,020-000-032-221,walking,633790226087769920,27.05.2009 14:03:28:777,3.505659818649292,1.970820665359497,0.7655090093612671
108,A01,010-000-024-033,walking,633790226088040213,27.05.2009 14:03:28:803,3.158587694168091,1.9646306037902832,-0.21242459118366241
109,A01,020-000-033-111,walking,633790226088580800,27.05.2009 14:03:28:857,3.427164316177368,2.0897653102874756,1.1997156143188477
110,A01,020-000-032-221,walking,633790226088851093,27.05.2009 14:03:28:887,3.41900897026062,1.9674769639968872,0.7316285371780396
111,A01,010-000-030-096,walking,633790226089391681,27.05.2009 14:03:28:940,3.4426233768463135,1.884610891342163,0.12268731743097305
112,A01,020-000-033-111,walking,633790226089661973,27.05.2009 14:03:28:967,3.3557796478271484,2.096869707107544,1.1268779039382935
113,A01,020-000-032-221,walking,633790226089932263,27.05.2009 14:03:28:993,3.3842272758483887,1.9751328229904175,0.6998797059059143
114,A01,010-000-024-033,walking,633790226090202554,27.05.2009 14:03:29:020,2.9798333644866943,1.8392566442489624,-0.11322823166847229
115,A01,020-000-033-111,walking,633790226090743138,27.05.2009 14:03:29:073,3.427621364593506,1.9790527820587158,1.1638888120651245
116,A01,020-000-032-221,walking,633790226091013430,27.05.2009 14:03:29:100,3.382843494415283,1.9916499853134155,0.6554752588272095
117,A01,010-000-024-033,walking,633790226091283725,27.05.2009 14:03:29:130,3.0572354793548584,1.9670307636260986,-0.3007766604423523
118,A01,010-000-030-096,walking,633790226091554022,27.05.2009 14:03:29:157,3.504034996032715,2.157625675201416,0.11037098616361618
119,A01,020-000-033-111,walking,633790226091824318,27.05.2009 14:03:29:183,3.390031576156616,2.0306236743927,1.1614102125167847
120,A01,020-000-032-221,walking,633790226092094614,27.05.2009 14:03:29:210,3.3302178382873535,1.932721495628357,0.62093585729599
121,A01,010-000-024-033,walking,633790226092364907,27.05.2009 14:03:29:237,3.102482795715332,2.018120288848877,-0.3139456808567047
122,A01,020-000-033-111,walking,633790226092905492,27.05.2009 14:03:29:290,3.3011958599090576,1.8142645359039307,1.010230541229248
123,A01,010-000-024-033,sitting down,633790226093446080,27.05.2009 14:03:29:343,3.0467348098754883,1.713277816772461,-0.07297808676958084
124,A01,010-000-030-096,sitting down,633790226093716377,27.05.2009 14:03:29:370,3.212883949279785,2.103853940963745,0.1595011055469513
125,A01,020-000-033-111,sitting down,633790226093986668,27.05.2009 14:03:29:400,3.1416285037994385,1.725569486618042,1.088701844215393
126,A01,020-000-032-221,sitting down,633790226094256962,27.05.2009 14:03:29:427,3.2176551818847656,1.9660470485687256,0.6811047792434692
127,A01,010-000-024-033,sitting down,633790226094527261,27.05.2009 14:03:29:453,3.0310306549072266,1.8691868782043457,-0.12624597549438477
128,A01,020-000-033-111,sitting down,633790226095067841,27.05.2009 14:03:29:507,3.234391927719116,1.8192451000213623,1.1302375793457031
129,A01,020-000-032-221,sitting down,633790226095338135,27.05.2009 14:03:29:533,3.3724687099456787,1.8245257139205933,0.8238134980201721
130,A01,010-000-024-033,sitting down,633790226095608434,27.05.2009 14:03:29:560,3.020861864089966,1.8637213706970215,-0.19554156064987183
131,A01,010-000-030-096,sitting down,633790226095878727,27.05.2009 14:03:29:587,2.9970738887786865,2.150576591491699,-0.18869496881961823
132,A01,020-000-033-111,sitting down,633790226096149020,27.05.2009 14:03:29:613,3.215184211730957,1.8264974355697632,1.005605936050415
133,A01,020-000-032-221,sitting down,633790226096419319,27.05.2009 14:03:29:643,3.072329521179199,1.8129087686538696,0.6934511065483093
134,A01,010-000-024-033,sitting down,633790226096689613,27.05.2009 14:03:29:670,3.149183988571167,1.9562777280807495,-0.089500792324543
135,A01,020-000-033-111,sitting down,633790226097230195,27.05.2009 14:03:29:723,3.1987462043762207,1.923019289970398,1.075116753578186
136,A01,010-000-024-033,sitting down,633790226097770777,27.05.2009 14:03:29:777,3.089876890182495,1.5034090280532837,-0.002846538322046399
137,A01,010-000-030-096,sitting down,633790226098041067,27.05.2009 14:03:29:803,2.926330804824829,2.186302661895752,0.15197300910949707
138,A01,020-000-033-111,sitting down,633790226098311361,27.05.2009 14:03:29:830,3.2049458026885986,1.8621782064437866,1.0250741243362427
139,A01,020-000-032-221,sitting down,633790226098581653,27.05.2009 14:03:29:857,3.1155383586883545,2.107663631439209,0.7990272641181946
140,A01,010-000-024-033,sitting down,633790226098851943,27.05.2009 14:03:29:887,3.4274682998657227,1.921135663986206,0.1747943013906479
141,A01,020-000-033-111,sitting down,633790226099392532,27.05.2009 14:03:29:940,3.148358106613159,1.954798698425293,0.9516353011131287
142,A01,020-000-032-221,sitting down,633790226099662830,27.05.2009 14:03:29:967,3.148359775543213,1.7710793018341064,0.7719065546989441
143,A01,010-000-024-033,sitting down,633790226099933127,27.05.2009 14:03:29:993,3.1263105869293213,1.9823294878005981,-0.15373966097831726
144,A01,010-000-030-096,sitting down,633790226100203422,27.05.2009 14:03:30:020,2.932060956954956,2.1635303497314453,-0.13132746517658234
145,A01,020-000-033-111,sitting down,633790226100473716,27.05.2009 14:03:30:047,3.1163101196289062,1.9829401969909668,0.87375408411026
146,A01,020-000-032-221,sitting down,633790226100744015,27.05.2009 14:03:30:073,3.106337308883667,1.83603036403656,0.6913813948631287
147,A01,010-000-024-033,sitting down,633790226101014313,27.05.2009 14:03:30:100,3.12493896484375,2.0138349533081055,-0.07666172087192535
148,A01,020-000-033-111,sitting down,633790226101554896,27.05.2009 14:03:30:157,3.1120293140411377,1.992982268333435,0.8604591488838196
149,A01,020-000-032-221,sitting down,633790226101825191,27.05.2009 14:03:30:183,4.638154029846191,0.6487777829170227,1.9416593313217163
150,A01,010-000-024-033,sitting down,633790226102095482,27.05.2009 14:03:30:210,3.265889883041382,1.8088414669036865,0.14526593685150146
151,A01,010-000-030-096,sitting down,633790226102365777,27.05.2009 14:03:30:237,3.057927131652832,2.089934825897217,-0.1436425745487213
152,A01,020-000-033-111,sitting down,633790226102636070,27.05.2009 14:03:30:263,3.1392078399658203,1.914953351020813,0.8283846378326416
153,A01,020-000-032-221,sitting down,633790226102906364,27.05.2009 14:03:30:290,3.0362937450408936,2.3049874305725098,0.564240038394928
154,A01,010-000-024-033,sitting down,633790226103176661,27.05.2009 14:03:30:317,3.2479636669158936,1.7932530641555786,0.13046903908252716
155,A01,020-000-033-111,sitting down,633790226103717241,27.05.2009 14:03:30:373,3.0936660766601562,2.024742841720581,0.9038364887237549
156,A01,020-000-032-221,sitting down,633790226103987540,27.05.2009 14:03:30:400,3.0899438858032227,2.2639739513397217,0.6541004776954651
157,A01,010-000-024-033,sitting down,633790226104257837,27.05.2009 14:03:30:427,3.2707178592681885,1.8262921571731567,0.07771674543619156
158,A01,010-000-030-096,sitting down,633790226104528131,27.05.2009 14:03:30:453,2.9291417598724365,2.2343006134033203,-0.20642270147800446
159,A01,020-000-033-111,sitting down,633790226104798428,27.05.2009 14:03:30:480,3.0601258277893066,2.095766544342041,0.7639550566673279
160,A01,020-000-032-221,sitting down,633790226105068719,27.05.2009 14:03:30:507,3.1015098094940186,2.2763476371765137,0.6889973878860474
161,A01,010-000-024-033,sitting down,633790226105339017,27.05.2009 14:03:30:533,3.2620749473571777,1.8419568538665771,0.022990571334958076
162,A01,020-000-033-111,sitting down,633790226105879599,27.05.2009 14:03:30:587,3.0595319271087646,2.154872179031372,0.8172391057014465
163,A01,020-000-032-221,sitting down,633790226106149894,27.05.2009 14:03:30:613,3.0130507946014404,2.2868595123291016,0.6605129837989807
164,A01,010-000-024-033,sitting down,633790226106420190,27.05.2009 14:03:30:643,3.101466655731201,2.045470714569092,-0.10144419223070145
165,A01,010-000-030-096,sitting down,633790226106690488,27.05.2009 14:03:30:670,3.215071678161621,1.8951160907745361,0.16489629447460175
166,A01,020-000-033-111,sitting down,633790226106960778,27.05.2009 14:03:30:697,2.9295880794525146,2.3481523990631104,0.8804551959037781
167,A01,020-000-032-221,sitting down,633790226107231069,27.05.2009 14:03:30:723,2.9984140396118164,2.2915446758270264,0.7027220726013184
168,A01,010-000-024-033,sitting down,633790226107501365,27.05.2009 14:03:30:750,3.1483864784240723,2.0438601970672607,-0.045260123908519745
169,A01,020-000-033-111,sitting down,633790226108041947,27.05.2009 14:03:30:803,2.8137853145599365,2.2846744060516357,1.0303109884262085
170,A01,020-000-032-221,sitting down,633790226108312239,27.05.2009 14:03:30:830,2.9739012718200684,2.255265235900879,0.8256407976150513
171,A01,010-000-024-033,sitting down,633790226108582534,27.05.2009 14:03:30:857,3.1243536472320557,2.0007150173187256,0.03858010098338127
172,A01,010-000-030-096,sitting down,633790226108852828,27.05.2009 14:03:30:887,3.22235369682312,1.8398245573043823,0.2164435237646103
173,A01,020-000-033-111,sitting down,633790226109123126,27.05.2009 14:03:30:913,2.816716194152832,2.7155051231384277,0.8389420509338379
174,A01,020-000-032-221,sitting down,633790226109393416,27.05.2009 14:03:30:940,2.9780497550964355,2.2736246585845947,0.7566899657249451
175,A01,010-000-024-033,sitting down,633790226109663708,27.05.2009 14:03:30:967,3.144451379776001,2.014678478240967,-0.09520725905895233
176,A01,020-000-033-111,sitting down,633790226110204293,27.05.2009 14:03:31:020,2.8795623779296875,2.4897632598876953,1.0049357414245605
177,A01,020-000-032-221,sitting down,633790226110474590,27.05.2009 14:03:31:047,2.96327543258667,2.418677806854248,0.717980146408081
178,A01,010-000-024-033,sitting down,633790226110744883,27.05.2009 14:03:31:073,3.149355888366699,2.04925274848938,-0.09454522281885147
179,A01,010-000-030-096,sitting,633790226111015178,27.05.2009 14:03:31:100,3.0969090461730957,2.110351324081421,-0.0616239570081234
180,A01,020-000-033-111,sitting,633790226111285471,27.05.2009 14:03:31:130,2.8679211139678955,2.464024782180786,0.9915961623191833
181,A01,020-000-032-221,sitting,633790226111555768,27.05.2009 14:03:31:157,3.013286590576172,2.4053332805633545,0.6915558576583862
182,A01,010-000-024-033,sitting,633790226111826061,27.05.2009 14:03:31:183,3.1432223320007324,1.9822661876678467,-0.1513952910900116
183,A01,020-000-033-111,sitting,633790226112366649,27.05.2009 14:03:31:237,2.852449655532837,2.590289354324341,0.8298075199127197
184,A01,020-000-032-221,sitting,633790226112636940,27.05.2009 14:03:31:263,3.007197380065918,2.4245660305023193,0.6470071077346802
185,A01,010-000-024-033,sitting,633790226112907234,27.05.2009 14:03:31:290,3.228898525238037,1.9020627737045288,0.1768193393945694
186,A01,010-000-030-096,sitting,633790226113177532,27.05.2009 14:03:31:317,3.1324124336242676,2.0198798179626465,-0.18492938578128815
187,A01,020-000-033-111,sitting,633790226113447824,27.05.2009 14:03:31:343,2.8616693019866943,2.6734113693237305,0.8683913350105286
188,A01,020-000-032-221,sitting,633790226113718120,27.05.2009 14:03:31:373,2.9588589668273926,2.329488754272461,0.7011955380439758
189,A01,010-000-024-033,sitting,633790226113988416,27.05.2009 14:03:31:400,3.1934401988983154,1.9485461711883545,0.19213233888149261
190,A01,020-000-033-111,sitting,633790226114529002,27.05.2009 14:03:31:453,2.886472463607788,2.5796284675598145,1.1186811923980713
191,A01,020-000-032-221,sitting,633790226114799298,27.05.2009 14:03:31:480,3.013231039047241,2.3795299530029297,0.5505897402763367
192,A01,010-000-024-033,sitting,633790226115069596,27.05.2009 14:03:31:507,3.1906204223632812,1.8976783752441406,0.026785559952259064
193,A01,010-000-030-096,sitting,633790226115339893,27.05.2009 14:03:31:533,3.1466622352600098,2.0100414752960205,-0.1376166045665741
194,A01,020-000-033-111,sitting,633790226115610191,27.05.2009 14:03:31:560,2.8969249725341797,2.6368184089660645,0.9627074599266052
195,A01,020-000-032-221,sitting,633790226115880490,27.05.2009 14:03:31:587,3.009552001953125,2.328188896179199,0.7299801111221313
196,A01,010-000-024-033,sitting,633790226116150782,27.05.2009 14:03:31:617,3.13266658782959,1.9440150260925293,0.07893484830856323
197,A01,020-000-032-221,sitting,633790226116961653,27.05.2009 14:03:31:697,2.9406702518463135,2.3866171836853027,0.7286152839660645
198,A01,010-000-024-033,sitting,633790226117231947,27.05.2009 14:03:31:723,3.1145615577697754,2.0707759857177734,0.1896834820508957
199,A01,010-000-030-096,sitting,633790226117502238,27.05.2009 14:03:31:750,3.078890323638916,2.0763118267059326,0.05085345730185509
200,A01,020-000-032-221,sitting,633790226118042820,27.05.2009 14:03:31:803,3.020285129547119,2.2041139602661133,0.6295561790466309
201,A01,010-000-024-033,sitting,633790226118313110,27.05.2009 14:03:31:830,3.400524377822876,2.009038209915161,0.11260762065649033
202,A01,020-000-033-111,sitting,633790226118853696,27.05.2009 14:03:31:887,2.9161577224731445,2.607041358947754,1.0796340703964233
203,A01,020-000-032-221,sitting,633790226119123994,27.05.2009 14:03:31:913,2.929713726043701,2.1826930046081543,0.8125678300857544
204,A01,010-000-024-033,sitting,633790226119394293,27.05.2009 14:03:31:940,3.4327335357666016,1.8539316654205322,-0.11615442484617233
205,A01,010-000-030-096,sitting,633790226119664587,27.05.2009 14:03:31:967,3.210681438446045,1.9924124479293823,-0.18081767857074738
206,A01,020-000-033-111,sitting,633790226119934883,27.05.2009 14:03:31:993,2.8861639499664307,2.641507148742676,1.0979927778244019
207,A01,020-000-032-221,sitting,633790226120205182,27.05.2009 14:03:32:020,2.9936254024505615,2.228726863861084,0.6629045009613037
208,A01,010-000-024-033,sitting,633790226120475476,27.05.2009 14:03:32:047,3.4092276096343994,1.7325869798660278,0.19086304306983948
209,A01,020-000-033-111,sitting,633790226121016065,27.05.2009 14:03:32:100,2.925847053527832,2.668161153793335,0.898857593536377
210,A01,020-000-032-221,sitting,633790226121286356,27.05.2009 14:03:32:130,3.072803258895874,2.344839334487915,0.7059627771377563
211,A01,010-000-024-033,sitting,633790226121556653,27.05.2009 14:03:32:157,3.3477911949157715,1.6249637603759766,0.24437850713729858
212,A01,010-000-030-096,sitting,633790226121826951,27.05.2009 14:03:32:183,3.2409496307373047,2.0107152462005615,-0.10813875496387482
213,A01,020-000-033-111,sitting,633790226122097249,27.05.2009 14:03:32:210,2.924666166305542,2.638654947280884,0.9036142826080322
214,A01,020-000-032-221,sitting,633790226122367546,27.05.2009 14:03:32:237,3.001636505126953,2.2104146480560303,0.7304924130439758
